Ticker,Sector,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Total Cash Per Share,Total Debt/Equity,,0
MGX,Materials,229070,-95430,NA,NA,0.03,0.4,0.67,-0.17,0.17,0.33,2.37,,
MUM,Materials,3270,2450,NA,NA,NA,5647.84,1,6342.42,-3.48,0,40.53,,
MRD,Materials,12750,12460,NA,NA,NA,54.66,8.5,58.45,NA,0,10.18,,
MOZ,Energy,3020,2540,NA,NA,NA,303.91,2.4,242.17,-0.52,0,NA,,
MRQ,Materials,13560,14630,NA,NA,NA,168.01,1.8,157.64,-3.42,0,NA,,
MRF,Materials,10510,8490,NA,NA,NA,NA,3.29,NA,-2.37,0.01,NA,,
MSI,Capital Goods,1120,-1970,10,NA,NA,0.49,0.29,-0.86,6.73,0.03,5.19,,
MUX,Materials,37340,39600,2.87,NA,NA,298.56,1.11,338.44,2.92,0.01,24.46,,
MCH,Diversified Financials,2580,2440,NA,NA,NA,0.53,0.3,0.5,-1.36,0.03,2.98,,
MGV,Materials,5810,278.72,NA,NA,NA,434.38,0.3,20.8,-0.27,0.04,NA,,
MUS,Materials,707880,163850,NA,NA,NA,910.44,NA,210.45,-251.39,0.01,NA,,
MPX,Real Estate,22570,25470,NA,NA,NA,23.33,2.43,27.36,NA,0.03,64.61,,
MNF,Telecommunication Services,240810,235110,37.28,25.6,NA,3.88,14.84,3.85,22.85,0.07,0.38,,
MYR,Retailing,814100,1110000,10.37,11.58,-1.67,0.3,0.88,0.4,5.6,0.08,33.29,,
MYO,Software & Services,2050000,1260000,NA,20.59,NA,4.32,12.77,4.39,14.46,NA,NA,,
MYS,Banks,441650,1500000,14.93,13.32,3.62,3.75,1.54,12.73,NA,1.01,NA,,
MZI,Materials,35960,51730,NA,NA,NA,NA,1.8,NA,-8.73,0.28,204.98,,
NAG,Materials,13130,13740,NA,NA,NA,64.7,2.35,73.68,-35.56,0,45.66,,
NCO,Materials,NA,-208.01,NA,NA,NA,NA,0.37,NA,0.48,0,NA,,
NAM,Commercial Services & Supplies,32400,92260,5.18,NA,NA,0.08,0.26,0.22,5.03,0,47.74,,
NAN,Health Care Equipment & Services,473880,431440,209.38,83.75,NA,17.44,20.54,16.5,188.65,0.09,37.09,,
NAC,Not Applic,19890,-1070,NA,NA,NA,NA,0.93,NA,NA,1,NA,,
NCC,Not Applic,48330,-6190,11.2,NA,NA,6.22,0.88,-1.02,NA,1.2,NA,,
NRR,Materials,5950,1510,NA,NA,NA,NA,1.54,-22.41,-3.07,0.03,NA,,
NLS,Pharmaceuticals & Biotechnology,13950,4400,NA,NA,NA,NA,21.3,-5130.22,NA,0,NA,,
NVG,Materials,1160,981.74,NA,NA,NA,75.73,0.67,64.02,-1.2,0,NA,,
NML,Materials,2780,1320,NA,NA,NA,NA,0.33,NA,-2.23,0.01,NA,,
NVT,Consumer Services,1710000,1820000,36.61,16.81,2.04,1.83,8.21,1.94,11.76,0.22,78.55,,
NEA,Software & Services,200400,174960,31.39,NA,NA,9.14,8.75,8.2,68.16,0.06,NA,,
NXR,Materials,29020,19140,NA,NA,NA,4094.08,5.68,3245.38,-24.03,0.01,NA,,
NMT,Materials,50220,55180,NA,NA,NA,203.53,2.89,195.46,-11.2,0.01,9.64,,
NEN,Energy,16030,-245.57,1.38,NA,NA,NA,0.74,NA,0.05,0.03,NA,,
NMS,Energy,86020,65680,30.43,NA,NA,0.64,1.02,0.49,6.09,0.29,0.39,,
NTC,Technology Hardware & Equipment,76140,87470,65.56,11.8,NA,1.2,3.41,1.36,31.49,0.04,34.01,,
NEU,Pharmaceuticals & Biotechnology,135310,117320,NA,1.19,NA,46.58,7,40.03,-12.19,0.01,NA,,
NVI,Materials,2430,5640,NA,NA,NA,175.22,0.11,424.19,-3.73,0.01,NA,,
NAE,Energy,1570,690.53,NA,NA,NA,16.12,0.24,7.11,-0.31,0,NA,,
NGE,Energy,17000,37790,NA,NA,NA,13.47,0.29,31.52,105.85,0,40.45,,
NHC,Energy,1600000,645230,128.67,32.17,-2.78,3.06,0.87,1.21,5.07,1.33,NA,,
NHO,Energy,2600,1490,NA,NA,NA,327.53,2.75,187.51,0.45,0,NA,,
NSE,Energy,2700,13020,NA,0.35,NA,0.36,0.03,2.05,-0.45,0.01,21.83,,
NZO,Energy,183940,101870,NA,9.17,1.34,2.41,0.78,1.34,1.82,0.25,0.27,,
NCM,Materials,10480000,14940000,NA,12.9,0.78,2.54,1.24,3.7,9.9,0.17,52.78,,
NRU,Energy,3860,48370,NA,NA,NA,542.09,2,10752.99,-147.39,0,NA,,
NWF,Materials,158570,146620,NA,NA,NA,NA,15.86,NA,-74.08,0,NA,,
NHH,Consumer Services,24860,43850,12.8,NA,NA,1.22,0.9,2.15,8.72,0.19,88.45,,
NWS,Media,11110000,9070000,45.68,35.94,2.47,1.29,0.9,1.05,13.9,3.48,NA,,
NWT,Telecommunication Services,74050,279140,NA,NA,NA,2.62,0.36,9.89,-38.05,0.04,114.3,,
NWZ,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
NME,Materials,NA,1920,NA,NA,NA,24.74,NA,63.14,-0.86,0,NA,,
NXT,Software & Services,457130,479290,NA,118,0.82,9.9,2.07,10.5,-177.25,0.32,30.46,,
NXM,Materials,3730,-3150,NA,NA,NA,22.05,0.54,-18.63,3.73,0.1,NA,,
NHF,Insurance,1530000,1200000,21.41,19.39,2.21,0.98,4.71,0.75,10.74,1.19,20.57,,
NCK,Retailing,291600,268910,17.73,15.65,0.9,1.95,6.4,1.83,11.05,0.39,21.72,,
NIO,Materials,2090,1370,NA,NA,NA,213.06,0.71,139.88,NA,0,NA,,
NDO,Energy,61270,67560,NA,NA,NA,0.75,0.64,0.83,1.75,0.25,13.38,,
NEC,Media,1850000,2230000,15.88,NA,NA,1.18,1,1.41,7.74,0.26,31.4,,
NIU,Materials,NA,1010,NA,NA,NA,0.7,0.11,1.01,-1.38,0,4.92,,
NKP,Materials,67230,62190,NA,NA,NA,461.3,0.36,444.51,-10.71,0.01,NA,,
NOD,Capital Goods,34350,18330,NA,NA,NA,0.94,2.92,0.8,-12.03,0.01,2.41,,
NBL,Retailing,22460,7110,NA,NA,NA,0.18,1.85,0.07,-2.59,0.39,2.72,,
NFE,Materials,3880,63600,NA,NA,NA,0.02,0.04,0.35,20.7,0.01,69.18,,
NTM,Materials,1650,-820.92,NA,NA,NA,74.64,0.8,-37.47,1.87,0.02,0.67,,
NTU,Materials,73470,77190,NA,NA,NA,624366.45,34,637970.25,-3.07,0.01,1.4,,
NMI,Materials,29090,16100,NA,NA,NA,NA,5.17,NA,-18.55,0.01,NA,,
NST,Materials,1300000,1380000,18.33,5.5,0.25,2.06,4.54,2.16,6.04,0.13,16.62,,
NGF,Materials,228310,355110,17.5,NA,NA,0.94,1.36,1.46,4.79,0.02,87.23,,
NWE,Energy,8010,6400,NA,NA,NA,NA,1.5,NA,-3.49,0,11.59,,
NOE,Materials,66410,274010,NA,NA,NA,0.42,0.55,1.74,29.77,0.12,215.13,,
NRT,Pharmaceuticals & Biotechnology,99820,60400,NA,NA,NA,30.8,7.21,30.37,-10.24,0.03,12.12,,
NWH,Capital Goods,52990,85050,NA,9.5,0.04,0.04,0.22,0.07,1.5,0.5,70.26,,
NSL,Materials,4690,7530,NA,NA,NA,38.24,0.4,73.2,-6.08,0,32.05,,
NSX,Diversified Financials,13140,7950,NA,NA,NA,7.79,NA,6.05,-4.82,0.02,NA,,
NCR,Materials,3070,-263.55,NA,NA,NA,NA,0.16,NA,0.05,0,NA,,
NGY,Energy,30070,19690,NA,NA,NA,110.85,1.08,72.6,-8.1,0.01,NA,,
NUF,Materials,2040000,2910000,67.96,16.34,0.71,0.76,1.43,1.09,11.1,1.11,70.83,,
NPX,Materials,762680,850730,13.8,12.83,1.53,0.64,2.02,0.72,8,0.34,40.53,,
NSP,Pharmaceuticals & Biotechnology,13070,12070,NA,NA,NA,11.45,4.58,14.34,-8.29,0,201.18,,
NYO,Materials,1760,951.66,NA,NA,NA,NA,2,NA,-0.32,0,NA,,
OKJ,Materials,2550,2030,NA,NA,NA,184.01,0.86,146.75,-6.26,0.01,NA,,
OAR,Materials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
OBJ,Pharmaceuticals & Biotechnology,95760,88030,NA,NA,NA,73.05,19.33,67.22,-46.34,0,4.06,,
OCL,Software & Services,190670,156070,35.59,21,2.99,3.55,14.81,3.07,21.68,0.19,NA,,
OGC,Materials,913490,1.00E+06,12.04,15.84,-0.55,1.81,1.35,1.92,5,0.2,14.92,,
OCP,Diversified Financials,45900,NA,15.12,NA,NA,4.84,0.58,NA,NA,NA,20.78,,
OGH,Materials,2080,1810,NA,NA,NA,3.91,0.12,3.41,-1.6,0.03,3.18,,
ORS,Materials,2230,1820,NA,NA,NA,0.53,0.25,0.46,-154.91,0,0.48,,
OXX,Energy,13360,9110,NA,NA,NA,NA,0.22,NA,-3.2,0.04,16.36,,
ODN,Energy,NA,658.68,NA,NA,NA,14.51,NA,15.66,-0.8,0,NA,,
ODY,Energy,5790,1440,NA,NA,NA,115.68,1.36,28.8,-3.64,0.04,NA,,
OBL,Energy,5240,3520,NA,NA,NA,179.43,0.83,135.97,-1.98,0,NA,,
OSH,Energy,10960000,14640000,30.25,21.82,1.6,6.78,2.17,9.09,12.76,0.63,87.97,,
OEX,Energy,47450,33890,NA,NA,NA,131.2,1.19,93.71,-6.85,0.01,NA,,
OKU,Energy,10220,8140,NA,NA,NA,NA,0.95,NA,NA,0.01,NA,,
OLH,Capital Goods,5750,13720,NA,NA,NA,0.21,1.13,0.51,39.24,0.01,142.54,,
OMH,Materials,215790,667320,NA,NA,NA,0.41,1.04,1.25,191.7,0.08,208.56,,
ONC,Diversified Financials,28800,-26660,2.46,NA,NA,10.95,0.5,-10.14,5.6,0.33,NA,,
OSL,Pharmaceuticals & Biotechnology,42740,34530,NA,NA,NA,34.07,4.29,27.59,-7.05,0.02,NA,,
OVH,Diversified Financials,66500,56690,NA,40,NA,3.32,3.05,2.83,-11.94,0.07,3.06,,
OTH,Retailing,47100,47370,NA,57,NA,1.83,0.89,1.81,19.68,0.02,1.99,,
OML,Media,365710,436480,NA,17.43,2.22,1.37,1.48,1.67,10.47,0.14,33.92,,
OIL,Health Care Equipment & Services,10770,12150,NA,NA,NA,132.27,NA,156.06,-5.63,0.01,968.87,,
OPG,Commercial Services & Supplies,41460,34530,NA,NA,NA,0.37,2.54,0.31,5.88,0.08,24.7,,
OEC,Automobiles & Components,22910,25420,25.5,NA,NA,1.54,1.04,1.71,-4.3,0.13,39,,
OGY,Energy,10380,6780,NA,NA,NA,2.45,1.53,1.6,4.34,0.01,NA,,
ORR,Materials,6010,-423.82,NA,NA,NA,49.59,0.8,-3.5,0.19,0.06,NA,,
ORH,Capital Goods,2620,1280,NA,NA,NA,0.12,2,0.06,-1.36,0,67.48,,
ORI,Materials,8.00E+06,9930000,13.73,13.41,12.3,1.17,1.81,1.46,9,1.41,54.65,,
OTI,Capital Goods,3790,-10320,0.75,NA,NA,210.61,1.87,-573.12,-264.52,0.11,NA,,
ORG,Energy,1.40E+07,25950000,76.95,16.39,1.25,0.99,1.04,1.82,13.79,0.51,79.18,,
OGX,Materials,15600,11060,NA,NA,NA,NA,0.84,NA,-3.48,0.01,NA,,
ORN,Materials,7650,8110,NA,NA,NA,752.7,0.96,804.01,1.33,0,1.74,,
OHE,Health Care Equipment & Services,620600,NA,NA,NA,NA,16.09,19.74,NA,NA,NA,NA,,
ORM,Materials,1600,734.79,NA,NA,NA,NA,0.69,NA,-1.08,0.01,NA,,
OVL,Materials,2160,2340,NA,NA,NA,NA,3,NA,-1.15,0,NA,,
ORE,Materials,368520,348410,NA,40.5,0.37,15.13,1.9,16.23,-43.48,0.03,3.98,,
ORL,Retailing,87490,94820,16.46,17.83,79.63,0.68,1.92,0.74,5.75,0.02,14.43,,
OEG,Energy,2020,3110,NA,NA,NA,NA,NA,-2.66,-0.27,0,NA,,
ORX,Materials,2870,4.5,NA,NA,NA,NA,0.8,NA,NA,0.04,NA,,
OCC,Pharmaceuticals & Biotechnology,26400,25630,NA,NA,NA,40.39,5.08,38.02,-5.54,0.07,NA,,
OSP,Health Care Equipment & Services,79470,70000,NA,NA,NA,10294.6,7.17,9067.23,-7.27,0.09,NA,,
OLV,Software & Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
OTC,Commercial Services & Supplies,20610,22270,15.6,NA,NA,0.24,0.44,0.31,3.11,0.06,47.03,,
OEL,Energy,139710,126820,4.44,NA,NA,2,1.37,1.72,3.11,0.02,NA,,
OVR,Materials,1640,950.54,NA,NA,NA,NA,0.05,NA,-2.43,0,NA,,
OZB,"Food, Beverage & Tobacco",6860,6840,NA,NA,NA,NA,9,NA,NA,0,NA,,
OZL,Materials,1380000,1200000,28.44,15.17,0.5,1.67,0.62,1.45,3.73,0.72,NA,,
OFX,Diversified Financials,549600,367740,29.74,15.27,1.11,6.42,12.81,4.32,14.38,0.7,NA,,
OZG,Not Applic,55950,40720,NA,NA,NA,20.15,0.86,14.66,NA,0.05,NA,,
PAK,Materials,NA,324.92,NA,NA,NA,13.35,3.83,12.9,-0.4,0.01,NA,,
PBG,Retailing,348550,404830,NA,9.5,7.63,0.26,0.92,0.3,5.63,0.09,27.8,,
PEA,Utilities,158830,192290,11.94,10.75,NA,3.45,1.29,4.06,5.87,0.04,31.98,,
PEH,Commercial Services & Supplies,12300,12490,5.94,NA,NA,0.69,0.91,0.9,6.42,0.01,32.24,,
PFM,Materials,4900,4740,17.5,NA,NA,6.82,0.57,6.6,13.91,0.01,NA,,
PNR,Materials,29040,23370,NA,NA,NA,109.25,1.85,106.98,-178.02,0,NA,,
PSF,Materials,3830,1480,NA,NA,NA,51.68,1.75,20.01,-4.56,0,NA,,
PSQ,Health Care Equipment & Services,346540,367530,48.51,32.57,NA,5.13,8.98,5.42,23.8,0.09,1.31,,
PNW,Media,20100,18360,35.62,NA,NA,0.94,0.82,1.08,6.77,0.08,35.99,,
PMY,Materials,4890,1780,NA,NA,NA,23.96,0.82,8.71,-0.61,0.01,NA,,
PXR,Energy,1120,1080,NA,NA,NA,85.8,NA,84.08,-2.03,0,NA,,
PDN,Energy,466740,884180,NA,NA,-0.03,2.38,1.03,4.51,-18.97,0.28,196.33,,
PZC,Energy,5030,5280,NA,NA,NA,NA,0.62,NA,-5.77,0,27.34,,
PPP,Energy,24770,4290,NA,NA,NA,1.44,0.55,0.23,-0.61,0.04,NA,,
PNA,#N/A,1130000,1210000,NA,16.73,-0.83,1.62,1.55,1.78,5.51,0.12,23.62,,
PCL,Energy,10360,3880,NA,NA,NA,NA,0.19,NA,-0.39,0.01,NA,,
PSY,Software & Services,69080,64780,NA,NA,NA,758.98,11.15,687.24,-34.12,0.01,NA,,
PAN,Materials,167140,116790,18.57,6.5,NA,0.67,0.62,0.48,1.65,0.19,1.1,,
PGI,Materials,14420,62960,NA,NA,NA,0.31,2.75,1.39,5.16,0.03,1006.53,,
PPX,Capital Goods,17960,175600,NA,NA,-0.37,0.01,NA,0.07,-454.93,0.13,134.29,,
PPY,Materials,3540,2090,NA,NA,NA,NA,NA,-37971.35,-4.12,0,NA,,
PDM,Materials,1710,761.67,NA,NA,NA,NA,0.4,-57.34,-1.31,0,NA,,
PGC,Health Care Equipment & Services,35810,45100,14.72,10.6,NA,1.39,1.74,1.82,15.37,0.05,60.46,,
PCP,Materials,6080,6890,NA,NA,NA,62.64,0.91,77.12,-3.23,0,24.49,,
PNL,Materials,49970,40380,NA,NA,NA,NA,2.31,NA,-7.78,0.05,NA,,
PML,Materials,2880,2320,NA,NA,NA,NA,1.13,NA,-4.26,0.01,NA,,
PAB,Pharmaceuticals & Biotechnology,7610,2140,NA,NA,NA,6,0.79,1.69,-0.35,0.01,NA,,
PFL,"Food, Beverage & Tobacco",166380,248330,10.3,9.19,NA,0.63,1.16,0.96,7.77,0,56.93,,
PAY,Real Estate,240940,574820,3.29,NA,NA,0.94,1.16,2.24,14.36,1.02,172.31,,
PNE,Materials,NA,687.37,NA,NA,NA,170.89,3.85,128.94,0.5,0.01,4.5,,
PBD,Real Estate,123420,146230,NA,NA,NA,25.27,1.36,30.52,-31.77,0,43.21,,
PKO,Energy,1360,3080,NA,NA,NA,5.52,1,12.51,-1.62,0,150.26,,
PEK,Materials,31420,29490,NA,NA,NA,NA,0.93,NA,-8.92,0.01,10.48,,
PEX,Materials,16560,11940,NA,NA,NA,3140.16,0.87,2696.1,-8.67,0.02,NA,,
PPC,Real Estate,550300,773690,14.68,12.56,0.94,1.51,1.16,2.18,12.87,0.11,56.34,,
PUN,Materials,1070,3610,NA,NA,NA,58.31,0.67,196.17,-6.02,0,114.81,,
PEL,Materials,1930,2540,NA,NA,NA,1.73,0.73,2.27,-11.68,0,63.29,,
PEN,Energy,172670,110760,NA,NA,NA,886.41,0.96,717.09,-18.89,0,0.79,,
PSM,Energy,1240,1150,NA,NA,NA,NA,NA,-25.28,-0.91,0,2202.26,,
PTL,Household & Personal Products,58090,54460,10.95,NA,NA,0.71,0.77,0.67,6.45,0.02,NA,,
PNN,Materials,3120,-72.17,NA,NA,NA,2.34,0.11,-0.08,0.14,0.01,NA,,
PIC,Not Applic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
PPT,Diversified Financials,2410000,2300000,23.18,16.39,1.44,4.98,4.3,4.69,13.56,5.93,21.62,,
PEC,Energy,3680,3780,NA,NA,NA,NA,5,NA,NA,0,131.09,,
PRU,Materials,218560,153920,3.84,13.83,0.18,0.74,0.39,0.53,2.15,0.15,NA,,
PTR,Utilities,2770,999.42,NA,NA,NA,265.28,4,262.73,0.45,0,NA,,
PRL,Energy,22610,25040,NA,NA,NA,121.78,1.77,124.33,-8.9,0.01,3.51,,
PSA,Energy,24270,-3020,NA,NA,NA,2.96,0.71,-0.37,1.91,0.12,NA,,
PAA,Pharmaceuticals & Biotechnology,16560,13320,NA,NA,NA,7.05,1.8,7.25,-7.52,0,0.83,,
PXS,Pharmaceuticals & Biotechnology,72330,62800,NA,NA,NA,5.64,6.22,4.96,-2.14,0.06,96.75,,
PHI,Real Estate,228520,277220,NA,NA,NA,16.78,3.12,19.79,68.73,0.03,73.25,,
PNX,Materials,7500,5850,NA,NA,NA,NA,1.4,NA,-5.91,0.01,22.86,,
PXG,Materials,37610,24690,NA,1.6,NA,3.31,0.78,2.76,-2.1,0.02,NA,,
PHK,Commercial Services & Supplies,8850,12200,NA,NA,NA,10.79,NA,13.73,-11.92,0,NA,,
POH,Pharmaceuticals & Biotechnology,29030,8350,NA,NA,NA,14.14,0.59,4.07,-0.94,0.02,NA,,
POZ,Materials,3220,-716.36,2.5,NA,NA,NA,0.38,NA,1.39,0.02,NA,,
PYC,Pharmaceuticals & Biotechnology,24050,28430,NA,NA,NA,36.54,7,37.03,-5.85,0,NA,,
PYL,Pharmaceuticals & Biotechnology,13850,4290,NA,NA,NA,NA,13.12,NA,NA,0.02,NA,,
PLS,Materials,44530,31430,NA,NA,NA,NA,5.9,NA,296.2,0,15.11,,
PCD,Retailing,10240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
PNC,Diversified Financials,73960,67850,40.75,8.58,NA,2.54,1.55,2.35,NA,0.66,53.02,,
PIO,Materials,12220,6400,NA,NA,NA,NA,1.21,NA,-13.2,0,NA,,
PGS,Energy,2690,-245.47,NA,NA,NA,787.15,0.75,-59.9,0.3,0.01,NA,,
PGM,Materials,9000,7910,NA,NA,NA,359.39,0.39,337.38,-6.58,0,NA,,
PTM,Diversified Financials,4410000,3980000,23.68,18.37,2,14.02,11.81,12.69,14.81,0.63,NA,,
PMC,Diversified Financials,431650,51480,25.34,NA,NA,19.65,1.21,2.31,NA,1.64,NA,,
PLP,Materials,2820,22500,NA,NA,NA,505.07,NA,327.21,-16.15,0,17.58,,
PLD,Health Care Equipment & Services,9060,6480,NA,NA,NA,732.3,12,630.54,NA,0,NA,,
PLH,Materials,1280,590.4,NA,NA,NA,NA,0.65,NA,NA,0.02,NA,,
PMP,Commercial Services & Supplies,147320,188350,21.67,11.38,NA,0.17,0.54,0.22,3.4,0.11,28.72,,
PVE,Energy,6980,8340,NA,NA,NA,1.28,0.33,1.45,4.11,0.02,15.15,,
PNV,Pharmaceuticals & Biotechnology,31810,28790,NA,NA,NA,267.03,4.22,241.7,-9.88,0.01,NA,,
POS,Materials,110620,135520,NA,1.78,NA,194.67,2.09,215.45,-23.23,0.02,54.7,,
POK,Materials,1650,1080,NA,NA,NA,NA,0.26,NA,0.19,0.01,NA,,
PWN,Materials,10660,9760,NA,NA,NA,287.73,2.14,269.24,-3.69,0.01,NA,,
PWW,Materials,NA,650.7,NA,NA,NA,8.27,14,8.15,18.04,0,66.6,,
PPK,Capital Goods,41410,58410,10.96,NA,NA,1.26,1.1,1.78,25.23,0.04,52.86,,
PPS,Software & Services,132880,137260,NA,34,NA,7.54,10.29,7.01,122.59,0.03,NA,,
PDZ,Materials,41230,25900,NA,NA,NA,504.04,3.72,316.54,-2.28,0.09,NA,,
PBT,Pharmaceuticals & Biotechnology,96100,61400,NA,NA,NA,8.82,2.4,6.15,-6.69,0.06,NA,,
PDI,Materials,3260,1740,NA,NA,NA,NA,0.19,NA,-1.25,0,NA,,
PMV,Retailing,2160000,2030000,28.01,21.58,2.14,2.29,1.57,2.19,16.27,1.88,7.07,,
PEZ,Energy,114690,-13410,2.05,NA,NA,0.12,0.67,-0.01,-0.3,0.15,4.43,,
PRR,Pharmaceuticals & Biotechnology,143100,128350,NA,NA,-2.87,81.73,5.06,88.75,-9.29,0,15.24,,
PGO,Materials,2410,1540,NA,NA,NA,7.41,0.19,4.7,NA,0.01,0.08,,
PRY,Health Care Equipment & Services,2630000,3860000,15.6,17.59,4.28,1.67,1.06,2.46,11.33,0.07,47.89,,
POP,Software & Services,2860,687.39,NA,NA,NA,3.57,0.87,1.06,-0.22,0.01,NA,,
PFG,Diversified Financials,17750,23170,5.56,NA,NA,1.25,0.25,1.88,4.5,0,13.1,,
PRT,Media,300390,406460,9.32,9.11,1.32,1.18,1.78,1.58,6.45,0.02,59.4,,
PME,Health Care Equipment & Services,217570,214490,74.83,27.12,NA,13.01,10.28,12.68,49.89,0.15,NA,,
PPG,Materials,103080,129350,16.07,NA,NA,0.41,0.89,0.56,9.09,0.02,30.39,,
PBP,Pharmaceuticals & Biotechnology,10060,23550,NA,NA,NA,0.14,0.24,0.35,-94.9,0,41.57,,
PGL,Pharmaceuticals & Biotechnology,12440,8880,NA,NA,NA,1.79,2.05,1.28,-4.08,0.06,NA,,
PRG,Commercial Services & Supplies,357190,372580,14.33,10.38,1.97,0.25,0.85,0.26,6.69,0.36,11.91,,
PRA,Materials,4320,3460,NA,NA,NA,800.69,0.71,720.23,-2.39,0,NA,,
PRO,Software & Services,61500,43970,52.86,NA,NA,8.33,7.37,5.75,17.28,0.11,NA,,
PSC,Materials,2750,2250,NA,NA,NA,NA,2,NA,-2.08,0,NA,,
PIQ,Pharmaceuticals & Biotechnology,10370,5920,NA,NA,NA,5.23,NA,5.23,NA,NA,NA,,
PYM,Energy,5440,-3000,1,NA,NA,5.56,0.33,-3.06,2.53,0.01,NA,,
PSZ,Commercial Services & Supplies,53170,53340,6.2,7.35,0.62,0.75,1.04,0.75,6.41,0.09,9.51,,
PVA,Pharmaceuticals & Biotechnology,145590,115400,19.8,NA,NA,5.54,5.26,4.36,13.58,1.08,NA,,
PTB,Capital Goods,10970,28690,4.41,NA,NA,0.31,0.32,0.82,4.24,0.04,56.33,,
PHA,Diversified Financials,NA,216.4,12.5,NA,NA,1.14,2.5,0.66,9.18,0.01,NA,,
PHG,Health Care Equipment & Services,84570,75160,64.38,17.17,NA,1.49,1.57,1.35,15.73,0.04,0.55,,
PVD,Energy,67020,46220,NA,NA,NA,2011.43,1.55,1427.53,-7.34,0.12,NA,,
QTG,Technology Hardware & Equipment,1170,3580,NA,NA,NA,0.05,0.21,0.14,-2.19,0,43.65,,
QAN,Transportation,7130000,11100000,NA,6.94,0.56,0.45,2.59,0.72,8.93,1.31,233.26,,
QBE,Insurance,18870000,14350000,24.73,16.43,1.03,1.28,1.73,0.96,9.92,5.9,32.31,,
QRX,Pharmaceuticals & Biotechnology,4600,-1480,NA,NA,NA,45.97,1.04,-14.82,0.14,0.04,NA,,
QTM,Consumer Durables & Apparel,17310,19530,NA,NA,NA,0.59,0.68,0.64,-14.96,0.01,39.06,,
QUR,Materials,2570,1070,NA,NA,NA,2.68,NA,2.82,3.8,0,NA,,
QUB,Transportation,2620000,3440000,25,20.83,1.76,1.99,1.93,2.56,14.34,0.08,32.98,,
QBL,Materials,10870,2970,NA,NA,NA,NA,1.27,NA,-1.84,0.01,5.36,,
QMN,Materials,18910,9700,NA,NA,NA,106.02,0.33,113.83,-7.47,0,NA,,
QST,Diversified Financials,2610,2500,NA,NA,NA,0.65,0.74,0.62,-2.8,0.01,10.46,,
QSS,Diversified Financials,2500,16160,NA,NA,NA,0.13,3.12,0.89,NA,0.02,2093.66,,
QFX,Retailing,4410,12710,NA,NA,NA,0.19,NA,0.68,-1.39,0,NA,,
QHL,Capital Goods,65650,76640,NA,NA,NA,3.03,NA,3.53,-16.64,0.01,NA,,
QVE,Not Applic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
RMR,Materials,4290,2980,NA,NA,NA,NA,0.46,NA,-3.14,0,0.03,,
RMS,Materials,51590,39170,NA,NA,NA,0.38,0.62,0.27,0.5,0.04,1.95,,
RTD,Energy,1060,5930,NA,NA,NA,NA,0.18,NA,-4.38,0.01,166.5,,
RHC,Health Care Equipment & Services,12150000,15110000,37.93,26,1.89,2.03,7.97,2.56,18,1.59,200.8,,
RND,Materials,111960,104760,63.79,NA,NA,4.56,2.37,4.25,12.85,0.03,NA,,
RAW,Energy,1270,73.55,NA,NA,NA,757.92,0.28,51.68,-0.06,0.01,NA,,
RYG,Energy,3000,1670,NA,NA,NA,9.84,0.45,8.13,-0.92,0,0.21,,
RCG,Retailing,531710,302460,25.11,19.67,NA,3.2,5.88,3.08,16.2,0.05,10.14,,
RCR,Capital Goods,264730,283890,6.24,6.16,2.22,0.23,0.89,0.24,4.25,0.53,30.23,,
REA,Media,5190000,5180000,25.25,22.12,1.08,10.33,10.17,10.57,21,0.32,NA,,
RLE,Energy,30280,22390,NA,NA,NA,50.03,1.6,37,-32.19,0.04,NA,,
RCU,Real Estate,1970,16890,6.67,NA,NA,0.55,0.33,4.72,4.78,0.14,275.39,,
RRP,Materials,2360,2890,NA,NA,NA,0.58,0.14,0.72,-4.73,0,7.98,,
REC,Commercial Services & Supplies,2200000,2980000,41.79,26,6.45,2.6,3.97,3.48,18.8,0.22,110.79,,
RKN,Software & Services,250470,282790,15.96,14.06,1.53,2.46,8.26,2.81,10.67,0.02,144.59,,
RCM,Commercial Services & Supplies,10030,9720,NA,NA,NA,NA,5.67,NA,NA,0,NA,,
RFT,Capital Goods,8140,7810,7,NA,NA,1.35,7,1.3,8.16,0,26.48,,
RED,Materials,68350,45410,NA,NA,NA,965.02,0.32,641.18,-3.76,0.02,NA,,
RMP,Energy,24730,7780,NA,NA,NA,35.51,1.12,14.41,-58.05,0.04,NA,,
RGX,Materials,1090,430.93,NA,NA,NA,NA,1.82,NA,-0.32,0.03,NA,,
RHI,Materials,29640,29100,NA,NA,NA,870.19,2.83,854.22,-30.57,0.01,NA,,
RDM,Materials,6640,2620,NA,NA,NA,118.54,1.5,45.57,-1.21,0.03,NA,,
RMX,Materials,5340,2750,NA,NA,NA,40.99,0.17,30.57,-1.33,0,NA,,
